Specialite;nbrDem1;nbrDem2
5619;Jordan;`Ayy
5620;Jordan;Busayra
5621;Jordan;Kafr Sawm
5622;Jordan;Hakama
5623;Jordan;Sal
5624;Jordan;Malka
5625;Jordan;Kafr Abil
5626;Jordan;Dayr Yusuf
5627;Jordan;Saham
5628;Jordan;Raymun
5629;Jordan;Waqqas
5630;Jordan;Al Kittah
5631;Jordan;Al Bunayyat ash Shamaliyah
5632;Jordan;Hatim
5633;Jordan;Kharja
5634;Jordan;Halawah
5635;Jordan;Sabha
5636;Jordan;Kitim
5637;Jordan;At Tayyibah
5638;Jordan;Tibnah
5639;Jordan;Balila
5640;Jordan;Qumaym
5641;Jordan;Yarqa
5642;Jordan;Burma
5643;Jordan;Bayt Idis
5644;Jordan;Adir
5645;Jordan;Qafqafa
5646;Jordan;Al Jizah
5647;Jordan;Umm Qays
5648;Jordan;At Tayyibah
5649;Jordan;Ar Rabbah
5650;Jordan;Umm al Qittayn
5651;Jordan;Zahar
5652;Jordan;Al Qasr
5653;Jordan;Al Jafr
5654;Kazakhstan;Almaty
5655;Kazakhstan;Qaraghandy
5656;Kazakhstan;Karagandy
5657;Kazakhstan;Shymkent
5658;Kazakhstan;Taraz
5659;Kazakhstan;Astana
5660;Kazakhstan;Pavlodar
5661;Kazakhstan;Kyzylorda
5662;Kazakhstan;Semipalatinsk
5663;Kazakhstan;Aqtobe
5664;Kazakhstan;Qostanay
5665;Kazakhstan;Petropavlovsk
5666;Kazakhstan;Taldyqorghan
5667;Kazakhstan;Oral
5668;Kazakhstan;Temirtau
5669;Kazakhstan;Atyrau
5670;Kazakhstan;Kokshetau
5671;Kazakhstan;Rudnyy
5672;Kazakhstan;Ekibastuz
5673;Kazakhstan;Zhezqazghan
5674;Kazakhstan;Turkestan
5675;Kazakhstan;Balkhash
5676;Kazakhstan;Sarkand
5677;Kazakhstan;Baykonyr
5678;Kazakhstan;Kentau
5679;Kazakhstan;Ridder
5680;Kazakhstan;Shchuchinsk
5681;Kazakhstan;Stepnogorsk
5682;Kazakhstan;Zyryanovsk
5683;Kazakhstan;Aqsu
5684;Kazakhstan;Dzhetygara
5685;Kazakhstan;Talghar
5686;Kazakhstan;Kapchagai
5687;Kazakhstan;Arqalyq
5688;Kazakhstan;Lisakovsk
5689;Kazakhstan;Shu
5690;Kazakhstan;Qaratau
5691;Kazakhstan;Ayteke Bi
5692;Kazakhstan;Abay
5693;Kazakhstan;Aksay
5694;Kazakhstan;Atbasar
5695;Kazakhstan;Zharkent
5696;Kazakhstan;Zhangatas
5697;Kazakhstan;Ayakoz
5698;Kazakhstan;Aral
5699;Kazakhstan;Shieli
5700;Kazakhstan;Yesik
5701;Kazakhstan;Aksu
5702;Kazakhstan;Shardara
5703;Kazakhstan;Saryagash
5704;Kazakhstan;Khromtau
5705;Kazakhstan;Tekeli
5706;Kazakhstan;Georgievka
5707;Kazakhstan;Zhangaqorghan
5708;Kazakhstan;Lenger
5709;Kazakhstan;Burunday
5710;Kazakhstan;Ushtobe
5711;Kazakhstan;Shemonaikha
5712;Kazakhstan;Dzhusaly
5713;Kazakhstan;Balyqshy
5714;Kazakhstan;Emba
5715;Kazakhstan;Turar Ryskulov
5716;Kazakhstan;Makinsk
5717;Kazakhstan;Zaysan
5718;Kazakhstan;Tasboget
5719;Kazakhstan;Merke
5720;Kazakhstan;Sarykemer
5721;Kazakhstan;Urzhar
5722;Kazakhstan;Kazygurt
5723;Kazakhstan;Beyneu
5724;Kazakhstan;Zhalaghash
5725;Kazakhstan;Yereymentau
5726;Kazakhstan;Maqat
5727;Kazakhstan;Saryozek
5728;Kazakhstan;Derzhavinsk
5729;Kazakhstan;Qarazhal
5730;Kazakhstan;Esil
5731;Kazakhstan;Shakhan
5732;Kazakhstan;Inderbor
5733;Kazakhstan;Atasu
5734;Kazakhstan;Taiynsha
5735;Kazakhstan;Qulan
5736;Kazakhstan;Temirlanovka
5737;Kazakhstan;Shetpe
5738;Kazakhstan;Quryq
5739;Kazakhstan;Balpyk Bi
5740;Kazakhstan;Shubarkuduk
5741;Kazakhstan;Zhetibay
5742;Kazakhstan;Asykata
5743;Kazakhstan;Glubokoe
5744;Kazakhstan;Moyynqum
5745;Kazakhstan;Sholaqqkorghan
5746;Kazakhstan;Lugovoy
5747;Kazakhstan;Kachar
5748;Kazakhstan;Khantaghy
5749;Kenya;Nairobi
5750;Kenya;Mombasa
5751;Kenya;Nakuru
5752;Kenya;Eldoret
5753;Kenya;Kisumu
5754;Kenya;Thika
5755;Kenya;Kitale
5756;Kenya;Malindi
5757;Kenya;Garissa
5758;Kenya;Kakamega
5759;Kenya;Bungoma
5760;Kenya;Nyeri
5761;Kenya;Meru
5762;Kenya;Kilifi
5763;Kenya;Wajir
5764;Kenya;Mumias
5765;Kenya;Lugulu
5766;Kenya;Homa Bay
5767;Kenya;Naivasha
5768;Kenya;Nanyuki
5769;Kenya;Mandera
5770;Kenya;Narok
5771;Kenya;Kericho
5772;Kenya;Migori
5773;Kenya;Embu
5774;Kenya;Isiolo
5775;Kenya;Nyahururu
5776;Kenya;Machakos
5777;Kenya;Rongai
5778;Kenya;Kisii
5779;Kenya;Molo
5780;Kenya;Athi River
5781;Kenya;Lamu
5782;Kenya;Webuye
5783;Kenya;Karuri
5784;Kenya;Kiambu
5785;Kenya;Maralal
5786;Kenya;Makueni
5787;Kenya;Lodwar
5788;Kenya;Voi
5789;Kenya;Moyale
5790;Kenya;Kitui
5791;Kenya;Marsabit
5792;Kenya;Siaya
5793;Kenya;Keruguya
5794;Kenya;Muhoroni
5795;Kenya;Magadi
5796;Kenya;Taveta
5797;Kenya;Namanga
5798;Kenya;Kinancha
5799;Kenya;Sawasawa
5800;Kenya;Mariakani
5801;Kenya;Eldama Ravine
5802;Kenya;Wundanyi
5803;Kenya;Mwingi
5804;Kenya;Butere
5805;Kenya;Kajiado
5806;Kenya;Maua
5807;Kenya;Takaungu
5808;Kenya;Kabarnet
5809;Kenya;Oyugis
5810;Kenya;Kangundo
5811;Kenya;Luanda
5812;Kenya;Ngong
5813;Kenya;Chuka
5814;Kenya;Naro Moru
5815;Kenya;Ahero
5816;Kenya;Bondo
5817;Kenya;Malaba
5818;Kenya;Kinango
5819;Kenya;Baringo
5820;Kenya;Port Bunyala
5821;Kenya;Limuru
5822;Kenya;Wote
5823;Kenya;Witu
5824;Kenya;Bomet
5825;Kenya;Gazi
5826;Kenya;Kwale
5827;Kenya;Mtito Andei
5828;Kenya;Londiani
5829;Kenya;Kijabe
5830;Kenya;Maragua
5831;Kenya;Rumuruti
5832;Kenya;Othaya
5833;Kenya;Malikisi
5834;Kenya;Kangema
5835;Kenya;Nandi Hills
5836;Kenya;Keroka
5837;Kenya;Kipini
5838;Kenya;Kikuyu
5839;Kenya;Kapsabet
5840;Kenya;Sagana
5841;Kenya;Litein
5842;Kenya;Lumbwa
5843;Kenya;Yala
5844;Kenya;Sotik
5845;Kenya;Shimoni
5846;Kenya;Konza
5847;Kenya;Ogembo
5848;Kuwait;As Salimiyah
5849;Kuwait;Sabah as Salim
5850;Kuwait;Al Farwaniyah
5851;Kuwait;Al Fuhayhil
5852;Kuwait;Kuwait
5853;Kuwait;Ar Riqqah
5854;Kuwait;Salwa
5855;Kuwait;Al Manqaf
5856;Kuwait;Ar Rabiyah
5857;Kuwait;Bayan
5858;Kuwait;Al Fintas
5859;Kuwait;Janub as Surrah
5860;Kuwait;Al Mahbulah
5861;Kuwait;Ad Dasmah
5862;Kuwait;Ash Shamiyah
5863;Kuwait;Al Wafrah
5864;Kuwait;Az Zawr
5865;Kuwait;Al Funaytis
5866;Latvia;Riga
5867;Latvia;Daugavpils
5868;Latvia;Vec-Liepaja
5869;Latvia;Liepaja
5870;Latvia;Jelgava
5871;Latvia;Jurmala
5872;Latvia;Ventspils
5873;Latvia;Rezekne
5874;Latvia;Jekabpils
5875;Latvia;Valmiera
5876;Latvia;Ogre
5877;Latvia;Tukums
5878;Latvia;Cesis
5879;Latvia;Salaspils
5880;Latvia;Kuldiga
5881;Latvia;Olaine
5882;Latvia;Saldus
5883;Latvia;Talsi
5884;Latvia;Dobele
5885;Latvia;Kraslava
5886;Latvia;Bauska
5887;Latvia;Ludza
5888;Latvia;Sigulda
5889;Latvia;Livani
5890;Latvia;Gulbene
5891;Latvia;Madona
5892;Latvia;Limbazi
5893;Latvia;Aizkraukle
5894;Latvia;Preili
5895;Latvia;Balvi
5896;Latvia;Valka
5897;Latvia;Smiltene
5898;Latvia;Aizpute
5899;Latvia;Lielvarde
5900;Latvia;Kekava
5901;Latvia;Vecumnieki
5902;Latvia;Grobina
5903;Latvia;Vangazi
5904;Latvia;Iecava
5905;Latvia;Vilani
5906;Latvia;Balozi
5907;Latvia;Plavinas
5908;Latvia;Rujiena
5909;Latvia;Kandava
5910;Latvia;Broceni
5911;Latvia;Salacgriva
5912;Latvia;Ozolnieki
5913;Latvia;Ikskile
5914;Latvia;Saulkrasti
5915;Latvia;Auce
5916;Latvia;Ilukste
5917;Latvia;Ulbroka
5918;Latvia;Dagda
5919;Latvia;Skrunda
5920;Latvia;Karsava
5921;Latvia;Priekule
5922;Latvia;Kegums
5923;Latvia;Aluksne
5924;Latvia;Jumprava
5925;Latvia;Viesite
5926;Latvia;Tireli
5927;Latvia;Baldone
5928;Latvia;Stende
5929;Latvia;Jaunjelgava
5930;Latvia;Lubana
5931;Latvia;Zilupe
5932;Latvia;Mersrags
5933;Latvia;Cesvaine
5934;Latvia;Roja
5935;Latvia;Seda
5936;Latvia;Mazsalaca
5937;Latvia;Engure
5938;Latvia;Strenci
5939;Latvia;Sabile
5940;Latvia;Ape
5941;Latvia;Aloja
5942;Latvia;Valdemarpils
5943;Latvia;Ligatne
5944;Latvia;Akniste
5945;Latvia;Ainazi
5946;Latvia;Staicele
5947;Latvia;Pavilosta
5948;Latvia;Piltene
5949;Latvia;Subate
5950;Latvia;Rundale
5951;Latvia;Ragaciems
5952;Latvia;Durbe
5953;Latvia;Kolka
5954;Latvia;Rauda
5955;Latvia;Seme
5956;Latvia;Kulciems
5957;Latvia;Berzciems
5958;Latvia;Plienciems
5959;Latvia;Kesterciems
5960;Latvia;Apsuciems
5961;Latvia;Upesgriva
5962;Latvia;Klapkalnciems
5963;Latvia;Kaive
5964;Latvia;Dzedri
5965;Latvia;Abragciems
5966;Lebanon;Beirut
5967;Lebanon;Tripoli
5968;Lebanon;Sidon
5969;Lebanon;Tyre
5970;Lebanon;Habbouch
5971;Lebanon;Jounie
5972;Lebanon;Zahle
5973;Lebanon;Baalbek
5974;Lebanon;Jbail
5975;Lebanon;Batroun
5976;Lebanon;Ain Ebel
5977;Lebanon;Cheikhlar
5978;Liberia;Monrovia
5979;Liberia;Gbarnga
5980;Liberia;Bensonville
5981;Liberia;Harper
5982;Liberia;Buchanan
5983;Liberia;Zwedru
5984;Liberia;New Yekepa
5985;Liberia;Ganta
5986;Liberia;Robertsport
5987;Liberia;Tubmanburg
5988;Libya;Tripoli
5989;Libya;Banghazi
5990;Libya;Misratah
5991;Libya;Tarhunah
5992;Libya;Al Khums
5993;Libya;Harat az Zawiyah
5994;Libya;Zuwarah
5995;Libya;Ajdabiya
5996;Libya;Surt
5997;Libya;Al Jadid
5998;Libya;Tobruk
5999;Libya;Sabratah
6000;Libya;Al Marj
6001;Libya;Gasr Garian
6002;Libya;Darnah
6003;Libya;Yafran
6004;Libya;Nalut
6005;Libya;Al Qubbah
6006;Libya;Bani Walid
6007;Libya;At Taj
6008;Libya;Murzuq
6009;Libya;Awbari
6010;Libya;Birak
6011;Libya;Al Abyar
6012;Libya;Waddan
6013;Libya;Mizdah
6014;Libya;Surman
6015;Libya;Ghat
6016;Libya;Masallatah
6017;Libya;Al `Aquriyah
6018;Libya;Az Zuwaytinah
6019;Libya;Hun
6020;Libya;Zaltan
6021;Libya;Suluq
6022;Libya;Al Burayqah
6023;Libya;Bardiyah
6024;Libya;Awjilah
6025;Libya;Jadu
6026;Libya;Jalu
6027;Liechtenstein;Schaan
6028;Liechtenstein;Vaduz
6029;Liechtenstein;Triesen
6030;Liechtenstein;Balzers
6031;Liechtenstein;Eschen
6032;Liechtenstein;Mauren
6033;Liechtenstein;Triesenberg
6034;Liechtenstein;Ruggell
6035;Liechtenstein;Gamprin
6036;Liechtenstein;Schellenberg
6037;Liechtenstein;Planken
6038;Liechtenstein;Malbun
6039;Liechtenstein;Steg
6040;Lithuania;Vilnius
6041;Lithuania;Kaunas
6042;Lithuania;Klaipeda
6043;Lithuania;Siauliai
6044;Lithuania;Dainava (Kaunas)
6045;Lithuania;Panevezys
6046;Lithuania;Alytus
6047;Lithuania;Marijampole
6048;Lithuania;Mazeikiai
6049;Lithuania;Jonava
6050;Lithuania;Utena
6051;Lithuania;Kedainiai
6052;Lithuania;Telsiai
6053;Lithuania;Ukmerge
6054;Lithuania;Visaginas
6055;Lithuania;Taurage
6056;Lithuania;Plunge
6057;Lithuania;Kretinga
6058;Lithuania;Silute
6059;Lithuania;Radviliskis
6060;Lithuania;Palanga
6061;Lithuania;Druskininkai
6062;Lithuania;Rokiskis
6063;Lithuania;Gargzdai
6064;Lithuania;Birzai
6065;Lithuania;Kursenai
6066;Lithuania;Garliava
6067;Lithuania;Elektrenai
6068;Lithuania;Jurbarkas
6069;Lithuania;Vilkaviskis
6070;Lithuania;Raseiniai
6071;Lithuania;Naujoji Akmene
6072;Lithuania;Lentvaris
6073;Lithuania;Anyksciai
6074;Lithuania;Grigiskes
6075;Lithuania;Prienai
6076;Lithuania;Joniskis
6077;Lithuania;Kelme
6078;Lithuania;Varena
6079;Lithuania;Kaisiadorys
6080;Lithuania;Pasvalys
6081;Lithuania;Kupiskis
6082;Lithuania;Zarasai
6083;Lithuania;Skuodas
6084;Lithuania;Sirvintos
6085;Lithuania;Kazlu Ruda
6086;Lithuania;Moletai
6087;Lithuania;Salcininkai
6088;Lithuania;Svencioneliai
6089;Lithuania;Sakiai
6090;Lithuania;Ignalina
6091;Lithuania;Pabrade
6092;Lithuania;Kybartai
6093;Lithuania;Nemencine
6094;Lithuania;Silale
6095;Lithuania;Pakruojis
6096;Lithuania;Svencionys
6097;Lithuania;Trakai
6098;Lithuania;Vievis
6099;Lithuania;Lazdijai
6100;Lithuania;Kalvarija
6101;Lithuania;Ziezmariai
6102;Lithuania;Eisiskes
6103;Lithuania;Rietavas
6104;Lithuania;Ariogala
6105;Lithuania;Seduva
6106;Lithuania;Venta
6107;Lithuania;Birstonas
6108;Lithuania;Akmene
6109;Lithuania;Tytuveneliai
6110;Lithuania;Rudiskes
6111;Lithuania;Rusne
6112;Lithuania;Neringa
6113;Lithuania;Pagegiai
6114;Lithuania;Vilkija
6115;Lithuania;Vieksniai
6116;Lithuania;Zagare
6117;Lithuania;Ezerelis
6118;Lithuania;Juodupe
6119;Lithuania;Skaudvile
6120;Lithuania;Kudirkos Naumiestis
6121;Lithuania;Simnas
6122;Lithuania;Gelgaudiskis
6123;Lithuania;Salantai
6124;Lithuania;Linkuva
6125;Lithuania;Priekule
6126;Lithuania;Veisiejai
6127;Lithuania;Nida
6128;Lithuania;Ramygala
6129;Lithuania;Kulautuva
6130;Lithuania;Jieznas
6131;Lithuania;Zemaiciu Naumiestis
6132;Lithuania;Virbalis
6133;Lithuania;Daugai
6134;Lithuania;Obeliai
6135;Lithuania;Varniai
6136;Lithuania;Seda
6137;Lithuania;Vabalninkas
6138;Lithuania;Baltoji Voke
6139;Lithuania;Dukstas
6140;Luxembourg;Luxembourg
6141;Luxembourg;Esch-sur-Alzette
6142;Luxembourg;Dudelange
6143;Luxembourg;Schifflange
6144;Luxembourg;Bettembourg
6145;Luxembourg;Petange
6146;Luxembourg;Ettelbruck
6147;Luxembourg;Diekirch
6148;Luxembourg;Strassen
6149;Luxembourg;Bertrange
6150;Luxembourg;Belvaux
6151;Luxembourg;Differdange
6152;Luxembourg;Mamer
6153;Luxembourg;Soleuvre
6154;Luxembourg;Wiltz
6155;Luxembourg;Echternach
6156;Luxembourg;Rodange
6157;Luxembourg;Obercorn
6158;Luxembourg;Bascharage
6159;Luxembourg;Kayl
6160;Luxembourg;Grevenmacher
6161;Luxembourg;Bereldange
6162;Luxembourg;Mersch
6163;Luxembourg;Mondercange
6164;Luxembourg;Remich
6165;Luxembourg;Niedercorn
6166;Luxembourg;Mondorf-les-Bains
6167;Luxembourg;Tetange
6168;Luxembourg;Bissen
6169;Luxembourg;Sandweiler
6170;Luxembourg;Sanem
6171;Luxembourg;Lamadelaine
6172;Luxembourg;Bridel
6173;Luxembourg;Junglinster
6174;Luxembourg;Wasserbillig
6175;Luxembourg;Steinfort
6176;Luxembourg;Helmsange
6177;Luxembourg;Hesperange
6178;Luxembourg;Leudelange
6179;Luxembourg;Steinsel
6180;Luxembourg;Itzig
6181;Luxembourg;Clemency
6182;Luxembourg;Colmar
6183;Luxembourg;Lintgen
6184;Luxembourg;Kehlen
6185;Luxembourg;Vianden
6186;Luxembourg;Heisdorf-sur-Alzette
6187;Luxembourg;Eischen
6188;Luxembourg;Bergem
6189;Luxembourg;Niederanven
6190;Luxembourg;Hautcharage
6191;Luxembourg;Mertzig
6192;Luxembourg;Gonderange
6193;Luxembourg;Olm
6194;Luxembourg;Troisvierges
6195;Luxembourg;Rollingen
6196;Luxembourg;Beaufort
6197;Luxembourg;Larochette
6198;Luxembourg;Schieren
6199;Luxembourg;Alzingen
6200;Luxembourg;Dalheim
6201;Luxembourg;Frisange
6202;Luxembourg;Capellen
6203;Luxembourg;Fentange
6204;Luxembourg;Crauthem
6205;Luxembourg;Consdorf
6206;Luxembourg;Warken
6207;Luxembourg;Moutfort
6208;Luxembourg;Redange-sur-Attert
6209;Luxembourg;Mertert
6210;Luxembourg;Niederfeulen
6211;Luxembourg;Clervaux
6212;Luxembourg;Schouweiler
6213;Luxembourg;Contern
6214;Luxembourg;Bettendorf
6215;Luxembourg;Koerich
6216;Luxembourg;Hobscheid
6217;Luxembourg;Schrassig
6218;Luxembourg;Mullendorf
6219;Luxembourg;Aspelt
6220;Luxembourg;Pontpierre
6221;Luxembourg;Noertzange
6222;Luxembourg;Bettange-sur-Mess
6223;Luxembourg;Hagen
6224;Luxembourg;Roodt-sur-Syre
6225;Luxembourg;Beringen
6226;Luxembourg;Canach
6227;Luxembourg;Medernach
6228;Luxembourg;Berdorf
6229;Luxembourg;Gilsdorf
6230;Luxembourg;Kleinbettingen
6231;Luxembourg;Berchem
6232;Luxembourg;Erpeldange-sur-Sure
6233;Luxembourg;Schuttrange
6234;Luxembourg;Ingeldorf
6235;Luxembourg;Garnich
6236;Luxembourg;Mensdorf
6237;Luxembourg;Hosingen
6238;Luxembourg;Dippach
6239;Luxembourg;Bofferdange
6240;Macedonia;Skopje
6241;Macedonia;Kumanovo
6242;Macedonia;Bitola
6243;Macedonia;Prilep
6244;Macedonia;Tetovo
6245;Macedonia;Veles
6246;Macedonia;Ohrid
6247;Macedonia;Gostivar
6248;Macedonia;Shtip
6249;Macedonia;Strumica
6250;Macedonia;Kavadarci
6251;Macedonia;Struga
6252;Macedonia;Kochani
6253;Macedonia;Kicevo
6254;Macedonia;Lipkovo
6255;Macedonia;Zhelino
6256;Macedonia;Saraj
6257;Macedonia;Radovish
6258;Macedonia;Tearce
6259;Macedonia;Kriva Palanka
6260;Macedonia;Gevgelija
6261;Macedonia;Negotino
6262;Macedonia;Studenichani
6263;Macedonia;Vinica
6264;Macedonia;Debar
6265;Macedonia;Negotino
6266;Macedonia;Delchevo
6267;Macedonia;Resen
6268;Macedonia;Ilinden
6269;Macedonia;Brvenica
6270;Macedonia;Kamenjane
6271;Macedonia;Bogovinje
6272;Macedonia;Berovo
6273;Macedonia;Sveti Nikole
6274;Macedonia;Arachinovo
6275;Macedonia;Probishtip
6276;Macedonia;Chegrane
6277;Macedonia;Bosilovo
6278;Macedonia;Vasilevo
6279;Macedonia;Zajas
6280;Macedonia;Novo Selo
6281;Macedonia;Kondovo
6282;Macedonia;Dolneni
6283;Macedonia;Kratovo
6284;Macedonia;Dolna Banjica
6285;Macedonia;Sopishte
6286;Macedonia;Rostusha
6287;Macedonia;Labunishta
6288;Macedonia;Vrapciste
6289;Macedonia;Velesta
6290;Macedonia;Chucher - Sandevo
6291;Macedonia;Bogdanci
6292;Macedonia;Delogozda
6293;Macedonia;Petrovec
6294;Macedonia;Sipkovica
6295;Macedonia;Dzepciste
6296;Macedonia;Makedonska Kamenica
6297;Macedonia;Jegunovce
6298;Macedonia;Krivogashtani
6299;Macedonia;Makedonski Brod
6300;Macedonia;Krushevo
6301;Macedonia;Obleshevo
6302;Macedonia;Bistrica
6303;Macedonia;Celopek
6304;Macedonia;Plasnica
6305;Macedonia;Demir Kapija
6306;Macedonia;Mogila
6307;Macedonia;Kuklish
6308;Macedonia;Orizari
6309;Macedonia;Dobri Dol
6310;Macedonia;Staro Nagorichane
6311;Macedonia;Rosoman
6312;Macedonia;Rankovce
6313;Macedonia;Zelenikovo
6314;Macedonia;Karbinci
6315;Macedonia;Pirok
6316;Macedonia;Valandovo
6317;Macedonia;Oraovica
6318;Macedonia;Podares
6319;Macedonia;Gradec
6320;Macedonia;Gradsko
6321;Macedonia;Vratnica
6322;Macedonia;Forino
6323;Macedonia;Srbinovo
6324;Macedonia;Konce
6325;Macedonia;Slatino
6326;Macedonia;Star Dojran
6327;Macedonia;Zletovo
6328;Macedonia;Dobroste
6329;Macedonia;Batinci
6330;Macedonia;Zrnovci
6331;Macedonia;Varos
6332;Macedonia;Drugovo
6333;Macedonia;Golema Recica
6334;Macedonia;Nerashte
6335;Macedonia;Caska
6336;Macedonia;Lozovo
6337;Macedonia;Radolishta
6338;Macedonia;Belcista
6339;Macedonia;Vatasa
6340;Malawi;Antananarivo
6341;Malawi;Toamasina
6342;Malawi;Fianarantsoa
6343;Malawi;Mahajanga
6344;Malawi;Toliara
6345;Malawi;Antsiranana
6346;Malawi;Antanifotsy
6347;Malawi;Ambovombe
6348;Malawi;Amparafaravola
6349;Malawi;Fort Dauphin
6350;Malawi;Ambatondrazaka
6351;Malawi;Mananara Avaratra
6352;Malawi;Soavinandriana
6353;Malawi;Mahanoro
6354;Malawi;Soanierana Ivongo
6355;Malawi;Faratsiho
6356;Malawi;Nosy Varika
6357;Malawi;Vavatenina
6358;Malawi;Morondava
6359;Malawi;Amboasary
6360;Malawi;Manakara
6361;Malawi;Antalaha
6362;Malawi;Ikongo
6363;Malawi;Manjakandriana
6364;Malawi;Sambava
6365;Malawi;Fandriana
6366;Malawi;Marovoay
6367;Malawi;Betioky
6368;Malawi;Ambanja
6369;Malawi;Ambositra
6370;Malawi;Tsiombe
6371;Malawi;Betafo
6372;Malawi;Moramanga
6373;Malawi;Ambatolampy
6374;Malawi;Ambalavao
6375;Malawi;Mananjary
6376;Malawi;Tsiroanomandidy
6377;Malawi;Marolambo
6378;Malawi;Ambatofinandrahana
6379;Malawi;Ankazoabo
6380;Malawi;Ampanihy
6381;Malawi;Vohibinany
6382;Malawi;Farafangana
6383;Malawi;Belo Tsiribihina
6384;Malawi;Maroantsetra
6385;Malawi;Vangaindrano
6386;Malawi;Beloha
6387;Malawi;Andoany
6388;Malawi;Ambato Boeny
6389;Malawi;Arivonimamo
6390;Malawi;Sakaraha
6391;Malawi;Antsohihy
6392;Malawi;Fenoarivo Atsinanana
6393;Malawi;Andapa
6394;Malawi;Miandrivazo
6395;Malawi;Vondrozo
6396;Malawi;Andilamena
6397;Malawi;Fenoarivo Be
6398;Malawi;Anjozorobe
6399;Malawi;Beroroha
6400;Malawi;Ifanadiana
6401;Malawi;Ihosy
6402;Malawi;Bealanana
6403;Malawi;Tsaratanana
6404;Malawi;Ankazobe
6405;Malawi;Ikalamavony
6406;Malawi;Ambilobe
6407;Malawi;Ambodifotatra
6408;Malawi;Andovoranto
6409;Malaysia;Lilongwe
6410;Malaysia;Blantyre
6411;Malaysia;Zomba
6412;Malaysia;Kasungu
6413;Malaysia;Mangochi
6414;Malaysia;Karonga
6415;Malaysia;Salima
6416;Malaysia;Nkhotakota
6417;Malaysia;Liwonde
6418;Malaysia;Nsanje
6419;Malaysia;Rumphi
6420;Malaysia;Mzimba
6421;Malaysia;Balaka
6422;Malaysia;Mchinji
6423;Malaysia;Mulanje
6424;Malaysia;Dedza
6425;Malaysia;Luchenza
6426;Malaysia;Nkhata Bay
6427;Malaysia;Monkey Bay
6428;Malaysia;Mwanza
6429;Malaysia;Mponela
6430;Malaysia;Ntcheu
6431;Malaysia;Chitipa
6432;Malaysia;Thyolo
6433;Malaysia;Dowa
6434;Malaysia;Livingstonia
6435;Malaysia;Chipoka
6436;Malaysia;Phalombe
6437;Malaysia;Chiradzulu
6438;Malaysia;Machinga
6439;Maldives;Kuala Lumpur
6440;Maldives;Klang
6441;Maldives;Kampung Baru Subang
6442;Maldives;Johor Bahru
6443;Maldives;Ipoh
6444;Maldives;Kuching
6445;Maldives;Petaling Jaya
6446;Maldives;Shah Alam
6447;Maldives;Kota Kinabalu
6448;Maldives;Sandakan
6449;Maldives;Seremban
6450;Maldives;Kuantan
6451;Maldives;Tawau
6452;Maldives;Kuala Terengganu
6453;Maldives;Kota Baharu
6454;Maldives;Sungai Petani
6455;Maldives;Miri
6456;Maldives;Taiping
6457;Maldives;Alor Setar
6458;Maldives;Bukit Mertajam
6459;Maldives;Sibu
6460;Maldives;Melaka
6461;Maldives;George Town
6462;Maldives;Kulim
6463;Maldives;Keluang
6464;Maldives;Sekudai
6465;Maldives;Batu Pahat
6466;Maldives;Bintulu
6467;Maldives;Kampung Pasir Gudang
6468;Maldives;Kampong Sungai Ara
6469;Maldives;Tasek Gelugur
6470;Maldives;Muar
6471;Maldives;Rawang
6472;Maldives;Butterworth
6473;Maldives;Lahad Datu
6474;Maldives;Port Dickson
6475;Maldives;Cukai
6476;Maldives;Semenyih
6477;Maldives;Putatan
6478;Maldives;Keningau
6479;Maldives;Banting
6480;Maldives;Ulu Tiram
6481;Maldives;Victoria
6482;Maldives;Senai
6483;Maldives;Donggongon
6484;Maldives;Segamat
6485;Maldives;Kampong Baharu Balakong
6486;Maldives;Perai
6487;Maldives;Kangar
6488;Maldives;Kulai
6489;Maldives;Jitra
6490;Maldives;Teluk Intan
6491;Maldives;Semporna
6492;Maldives;Temerluh
6493;Maldives;Kampong Dungun
6494;Maldives;Simpang Empat
6495;Maldives;Kuala Selangor
6496;Maldives;Kampong Bukit Baru
6497;Maldives;Kota Tinggi
6498;Maldives;Pontian Kecil
6499;Maldives;Putrajaya
6500;Maldives;Bentong Town
6501;Maldives;Bedung
6502;Maldives;Batu Gajah
6503;Maldives;Mentekab
6504;Maldives;Nibung Tebal
6505;Maldives;Raub
6506;Maldives;Kampong Pangkal Kalong
6507;Maldives;Lumut
6508;Maldives;Kuala Kangsar
6509;Maldives;Kelebang Besar
6510;Maldives;Air Keruh
6511;Maldives;Kampong Baharu Nilai
6512;Maldives;Tangkak
6513;Maldives;Jerantut
6514;Maldives;Kudat
6515;Maldives;Pekan
6516;Maldives;Bahau
6517;Maldives;Bakri
6518;Maldives;Kuah
6519;Maldives;Bidur
6520;Maldives;Sarikei
6521;Maldives;Kampong Masjid Tanah
6522;Maldives;Tanah Merah
6523;Maldives;Serendah
6524;Maldives;Tampin
6525;Maldives;Tapah Road
6526;Maldives;Parit Buntar
6527;Maldives;Simanggang
6528;Maldives;Permatang Kuching
6529;Maldives;Yong Peng
6530;Maldives;Sungai Besar
6531;Maldives;Limbang
6532;Maldives;Sungai Udang
6533;Maldives;Batu Berendam
6534;Maldives;Jenjarum
6535;Maldives;Kertih
6536;Maldives;Tanjong Tokong
6537;Maldives;Pengkalan Kundang
6538;Maldives;Pekan Nanas
6539;Mali;Male
6540;Mali;Hithadhoo
